"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","House district","Senate district","latitude","longitude"
"77","1201576","Issued",2027-10-01,"CLINTON RIVER COMMUNITY","CLINTON RIVER TITLEHOLDER, LLC","4125 RIVERVIEW CIRCLE, MT CLEMENS MI 48083","48083","17757 US HWY 19 N  STE 560, CLEARWATER, FL 33764","MACOMB","5864630809","132","09/07/2018","CHARLES CROOK","7276081700","CCROOK@LIVEWINDWARD.COM","061","12",42.593740985074,-82.862841003976
"78","1201853","Issued",2027-10-01,"TROY VILLA MANUFACTURED HOME COMMUNITY","SUN TROY VILLA LLC","2100 STEPHENSON HWY, TROY MI 48083","48083","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","OAKLAND","248-689-1167","282","07/20/2021","BRUCE THELEN","2482082500","licensing@suncommunities.com","056","09",42.554603867491,-83.123154334316
"79","1200367","Issued",2027-10-01,"GLENN WOOD MOBILE VILLAGE","GLENN WOOD MOBILE ASSOCIATES","2526 MORRISSEY, WARREN, MI 48090","48090","PO BOX 339687, FARMINGTON HILLS, MI 48333","MACOMB","No Phone","147","03/28/1979","GARY W GRIGLAK","2488512700",NA,"014","03",42.466898775877,-83.077176410275
"80","1200120","Issued",2027-10-01,"ECKERTS MOBILE HOME COURT","PATRICIA C ECKERT & MATTHEW WACHOSKI","2324 ELEVEN MILE ROAD BOX 2, WARREN, MI 48091","48091","2324 ELEVEN MILE RD BOX 2, WARREN, MI 48091","MACOMB","5867549729","77","02/02/1979","MATTHEW WACHOSKI","586-482-2327","mattknowitall@sbcglobal.net","014","03",42.489687242773,-83.077635822388
"81","1200866","Issued",2027-10-01,"LAFAYETTE PLACE","SUN LAFAYETTE PLACE LLC","21155 WARNER, WARREN, MI 48091","48091","27777 FRANKLIN RD STE 3000, SOUTHFIELD, MI 48034","MACOMB","5867552800","254","10/12/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","014","03",42.451336012432,-83.074386996717
"82","1201401","Issued",2027-10-01,"WOODVIEW MOBILE HOME VILLAGE","COSMONET-WOODVIEW LLC","6988 READY ST, WARREN MI 48091","48091","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","MACOMB","8045506892","92","03/29/2016","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com","014","03",42.467876608701,-83.032468344566
"83","1201719","Issued",2027-10-01,NA,"MC WARREN ESTATES PROPERTY LLC","3051 EAST TEN MILE ROAD, WARREN MI 48091","48091","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","MACOMB","2487783198","170","12/14/2019","JEFFREY DAVIDSON","2487783198","jdavidson@meritusmhc.com","014","03",42.480193019137,-83.073645868839
"84","1201740","Issued",2027-10-01,"PARK LANE COURT","MC WARREN ESTATES PROPERTY LLC","3193 EAST 10 MILE ROAD, WARREN MI 48091","48091","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","MACOMB","2487783198","168","03/16/2020","JEFFREY DAVIDSON","2487783198","jdavidson@meritusmhc.com","014","03",42.476999807394,-83.072123631403
"85","1201820","Issued",2027-10-01,"SHADYLANE ESTATES MHC","CC SHADYLANE PROPERTY LLC","2709 CAPITOL #92, WARREN MI 48091","48091","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","MACOMB","5867578448","270","03/05/2021","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com","014","03",42.465160117701,-83.076368478628
"86","1201944","Issued",2027-10-01 10:14:58,"LANDMARK ESTATES","WARREN MH HOLDINGS LLC","21908 DEQUINDRE RD, WARREN MI 48091","48091","6908 TELEGRAPH RD  STE 325, BLOOMFIELD HILLS, MI 48301","MACOMB","2817779992","110","06/23/2022","SHANNON MARSHALL","2483312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM","014","03",42.456489038866,-83.08148185866
"87","1201999","Issued",2027-10-01,NA,"CONTINENTAL BRIDGE COMMUNITIES LLC","3127 MAPLE STREET, WARREN MI 48091","48091","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334","MACOMB","5863335622","265","12/22/2022","NORMAN WEINSTEIN","2488650066","msrecompliance@mshapirorealestate.com","014","03",42.449045908846,-83.071866306975
"88","1202001","Issued",2027-10-01,NA,"MOTOR CITY MHP LLC","23765 LAWERENCE AVE, WARREN MI 48091","48091","2973 HARBOR BLVD., #580, COSTA MESA, CA 92626","MACOMB","5867568280","126","01/06/2023","JASON JANDA","9203225151","jason@mhcommunities.com","014","03",42.468637936967,-83.033508874026
"89","1201921","Issued",2027-10-01 13:36:34,"TWIN PINES MOBILE HOME PARK","WARREN MH HOLDINGS LLC","6815 E 11 MILE RD, WARREN MI 48092","48092","6905 TELEGRAPH RD  STE 325, BLOOMFIELD HILLS, MI 48301","MACOMB","2817779992","140","03/17/2022","SHANNON MARSHALL","2403312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM","014","03",42.492679205021,-83.036567430495
"90","1200092","Issued",2027-10-01,NA,"WASHINGTON MOBILE HOME PARK","60630 VAN DYKE, WASHINGTON, MI 48094","48094","60630 VAN DYKE, WASHINGTON, MI 48094","MACOMB","No Phone","107","02/01/1979","DENNIS WHITING","5867814562","whitingcon@hotmail.com","066","24",42.741271365779,-83.027716727475
"91","1201068","Issued",2027-10-01,"COMMERCE MEADOWS MANUFACTURED HOME COMMUNITY","COMMERCE MEADOWS LTD","2400 MEADOWS CIRCLE, WIXOM, MI 48096","48096","PO BOX 339687, FARMINGTON HILLS, MI 48333","OAKLAND","No Phone","602","10/27/1988","GARY W GRIGLAK","2488512700",NA,"051","23",42.55916869387,-83.546544883189
"92","1201477","Issued",2027-10-01,NA,"MY PLACE AT NORTH HILL LLC","504 NORTH MAIN STREET, YALE MI 48097","48097","PO Box 46399, Mount Clemens, MI 48046","ST CLAIR","5867454294","42","05/23/2017","CHRISTOPHER NORTLEY","5867454294","chris@myplacecommunities.com","065","25",43.136618036375,-82.798470753617
"93","1200252","Issued",2027-10-01,NA,"ORCHARD GROVE HOLDINGS LLC","2835 SOUTH WAGNER #200, ANN ARBOR, MI 48103","48103","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","WASHTENAW","2486260737","290","03/20/1979","JOEL BROWN","2486260737","Kvreeland@rhp.com","033","14",42.246191614422,-83.796621478999
"94","1201035","Issued",2027-10-01,"SCIO FARMS","SUN SCIO FARMS LLC","6655 JACKSON RD, ANN ARBOR MI 48103","48103","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WASHTENAW","7346638822","913","01/29/1986","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","047","14",42.287583841145,-83.864898869705
"95","1200239","Issued",2027-10-01,"SUNNYSIDE PARK","CHIN INVESTMENTS ONE LLC","2740 PACKARD, ANN ARBOR, MI 48108","48108","2436 NW WESTOVER RD #301, PORTLAND, OR 97210","WASHTENAW","No Phone","53","03/20/1979","JOHN A CHIN","7347174400",NA,"033","15",42.243378102893,-83.712755927682
"96","1200024","Issued",2027-10-01,"LAKEVIEW MOBILE HOME COURT","LEBLANC FAMILY LTD PARTNERSHIP, THE","745 EAST HURON RIVER DRIVE, BELLEVILLE, MI 48111","48111","201 POTTER DR APT B, BELLEVILLE, MI 48111","WAYNE","7342624511","60","12/20/1978","JEAN LEBLANC","734-502-1604","lindaleblanc60@yahoo.com","031","04",42.211681265483,-83.47396623505
"97","1200255","Issued",2027-10-01,NA,"SYLVAN VALLEY ESTATES INC","46537 ECORSE, BELLEVILLE, MI 48111","48111","45225 GRAND RIVER AVE, NOVI, MI 48375","WAYNE","2483492500","37","03/20/1979","MARK M RAUKAR","2483492500","mraukar@lvhomes.net","031","04",42.246108004938,-83.495464978505
"98","1200396","Issued",2027-10-01 14:57:07,NA,"BROOKDALE FARMS INC","46570 WILLIS RD, BELLEVILLE MI 48111","48111","7754 HIDDEN RIDGE LANE, NORTHVILLE, MI 48168","WAYNE","2484866868","43","03/30/1979","LAWRENCE SANT","2483201780","LARRY@LASANTBUILDING.COM","031","04",42.160696285852,-83.494078695538
"99","1200797","Issued",2027-10-01,"BELLE MOBILE VILLAGE","BELLE MOBILE VILLAGE LLC","18100 ELWELL RD LOT 118, BELLEVILLE MI 48111","48111","1607 E BIG BEAVER #210, TROY, MI 48083","WAYNE","2489288100","118","08/24/1979","WALTER BRUCE KNIGHT","2489288100","ldyer@belle-creek.com","031","04",42.169804564756,-83.502129848815
"100","1200882","Issued",2027-10-01,"MOBILE MANOR TRAILER PARK","R & R PROPERTIES, INC","600 SUMPTER ROAD, BELLEVILLE, MI 48111","48111","10042 DEERPATH, TRAVERSE CITY, MI 49684","WAYNE","2319222567","97","10/12/1979","PHIL RUSINOWSKI","2319222567",NA,"031","04",42.196818726229,-83.488325524837
"101","1201078","Issued",2027-10-01,NA,"SCI APE MHP LLC","6300 W Adams, Belleville MI 48111","48111","100 S. Belcher Rd #7534, Clearwater, FL 33758","WAYNE","4066255757","173","11/16/1988","TODD W DE LEON","4065060998","todd.deleon@mysunrisecommunity.com","031","04",42.198739020246,-83.540866981978
"102","1201226","Issued",2027-10-01,NA,"SCI APE MHP INC","6300 West Adams, Belleville MI 48111","48111","100 S. Belcher Rd #7534, Clearwater, FL 33758","WAYNE","4066255757","330","08/11/2000","TODD W DE LEON","4065060998","todd.deleon@mysunrisecommunity.com","031","04",42.198739020246,-83.540866981978
"103","1201388","Issued",2027-10-01,NA,"MAPLE LEAF GARDENS SOUTH MHC LLC","51000 MICHIGAN AVENUE, BELLEVILLE MI 48111","48111","6547 N AVONDALE STE 301, CHICAGO, IL 60631","WAYNE","7344810960","147","02/19/2016","EDWARD ZEMAN","7734997255","licenses@zemanhomes.com","031","04",42.25980977633,-83.540633378336
"104","1201572","Issued",2027-10-01,"BELLE VILLA MEADOWS","YES BELLE VILLA MEADOWS, LLC","955 SUMPTER ROAD, BELLEVILLE MI 48111","48111","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","WAYNE","7346992233","246","09/06/2018","JOSHUA SONNE","3034837300","buisnesslicensing@yescommunities.com","031","04",42.194010495299,-83.476847262809
"105","1201573","Issued",2027-10-01,"BELLE VILLA LAKE","YES BELLE VILLA LAKES, LLC","955 SUMPTER ROAD, BELLEVILLE MI 48111","48111","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","WAYNE","734-699-2233","176","09/06/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","031","04",42.194010495299,-83.476847262809
"106","1201591","Issued",2027-10-01,NA,"BC VAN BUREN PROPERTY LLC","16800 LOHR ROAD, BELLEVILLE MI 48111","48111","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","WAYNE","7346974655","310","09/21/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com","031","04",42.178552128458,-83.519773335904
"107","1201592","Issued",2027-10-01,NA,"BC BELLEVILLE MANOR PROPERTY LLC","8701 BELLEVILLE ROAD, BELLEVILLE MI 48111","48111","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","WAYNE","7346975801","358","09/21/2018","JOSH SONNE","3034837300","businesslicensing@yescommunities.com","031","04",42.237764993793,-83.482149990034
"108","1201836","Issued",2027-10-01,"HOLIDAY WEST","CC HOLIDAY WEST PROPERTY LLC","50333 WILLIS ROAD, BELLEVILLE MI 48111","48111","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","WAYNE","7344619797","844","05/10/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","031","04",42.156333002335,-83.531652001446
"109","1201837","Issued",2027-10-01,"HOLIDAY WOODS MHC","CC HOLIDAY WOODS PROPERTY LLC","20749 MARTINSVILLE ROAD, BELLEVILLE MI 48111","48111","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","WAYNE","7346979100","321","05/10/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com","031","04",42.151386296447,-83.456101633355
"110","1201889","Issued",2027-10-01,"TOWN AND COUNTRY MOBILE HOME ESTATES","EVERGREEN TOWN & COUNTRY MHP LLC","51005 OLD MICHIGAN AVE, BELLEVILLE MI 48111","48111","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219","WAYNE","2488206962","137","12/02/2021","AKSHITA BANERJEE","203-501-0796","ag@evergreenparke.com","031","04",42.25520697993,-83.540344035039
"111","1201911","Issued",2027-10-01,"PARK ESTATES","PARK ESTATES MHP BELLEVILLE MI","51300 MICHIGAN AVENUE, BELLEVILLE MI 48111","48111","1630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 85233","WAYNE","7344813321","128","02/15/2022","THOMAS STAPLEY","4803390000","LICENSING@ROOTSMG.COM","031","04",42.258150620506,-83.542360050391
"112","1202030","Issued",2027-10-01,NA,"MC RAWSONVILLE PROPERTY, LLC","10825 RAWSONVILLE ROAD, BELLEVILLE MI 48111","48111","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","WAYNE","7344616700","536","06/23/2023","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","031","04",42.130850130753,-83.53474123568
"113","1201975","Issued",2027-10-01,"SYLVAN GLEN ESTATES","SUN SYLVAN GLEN LLC","6600 W. GRAND RIVER AVE, BRIGHTON MI 48114","48114","27777 FRANKLIN RD., STE. 300, SOUTHFIELD, MI 48034","LIVINGSTON","8882057985","482","09/30/2022","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.com","048","22",42.567259996462,-83.825135037222
"114","1202011","Issued",2027-10-01,NA,"WOODLAND PARK MHP LLC","8005 W GRAND RIVER AVE, BRIGHTON MI 48114","48114","P.O. BOX 4538, DURANGO, CO 81302","LIVINGSTON","9707590427","65","03/08/2023","ROBBIE MOSHER","9707590427","robbie.mosher@gmail.com","049","22",42.559261020533,-83.792560027816
"115","1200784","Issued",2027-10-01,NA,"BRIGHTON VILLAGE ASSOCIATES, LLC","7500 GRAND RIVER, BRIGHTON, MI 48116","48116","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","LIVINGSTON","2486260737","196","08/24/1979","JOEL BROWN","2486260737",NA,"048","22",42.563000313269,-83.806563086718
"116","1201795","Issued",2027-10-01,"STARLIGHT MOBILE HOME PARK","ABC LIVING LLC","7175 BISHOP ROAD, BRIGHTON MI 48116","48116","PO BOX 250633, WEST BLOOMFIELD, MI 48325","LIVINGSTON","2485341440","48","11/16/2020","JOSEPH BROPHY","248-246-7203","joe@silversidemgmt.com","049","22",42.497583875664,-83.753975612928
"117","1200473","Issued",2027-10-01,"FLAT ROCK VILLAGE","TRI-PARK HOLDINGS, LLC","11150 TELEGRAPH ROAD, CARLETON, MI 48117","48117","216 W WAYNE ST, MAUMEE, OH 43537","MONROE","4198934879","332","04/17/1979","TRACE MEYER","4198934879","trace@pmsc1.com","029","16",42.037922736275,-83.331754674824
"118","1201241","Issued",2027-10-01,"ORCHARDS MANUFACTURED HOME COMMUNITY","ORCHARDS MHC INC","3600 TOWNSQUARE BLVD, CARLETON, MI 48117","48117","3600 TOWNSQUARE, CARLETON, MI 48117","MONROE","No Phone","394","07/06/2010","JAMES T WILLIAMSON","7347820268",NA,"029","16",42.073077234474,-83.310105057112
"119","1201413","Issued",2027-10-01,NA,"CARLETON MHP LLC","12500 JONES STREET, CARLETON MI 48117","48117","4893 ROCHESTER RD., STE. D, TROY, MI 48085","MONROE","7346546203","228","06/14/2016","WILLIAM CONNELL","2486010202","wtconnell@comcast.net","029","16",42.05503502025,-83.387571025355
"120","1201782","Issued",2027-10-01,NA,"YORKSHIRE MANOR OF CARLETON LLC","1205 YORK BLVD, CARLETON MI 48117","48117","19269 RIVER VALLEY DR, MACOMB, MI 48044","MONROE","7346548800","280","08/05/2020","DEBRA M ZILLI","5868171687","debzilli@comcast.net","029","16",42.051833594242,-83.39145402582
"121","1201933","Issued",2027-10-01,"SYLVAN CROSSING","SUN SYLVAN CROSSING LLC","23351 REDWOOD DRIVE, CHELSEA MI 48118","48118","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","WASHTENAW","8882063851","281","05/06/2022","BRUCE THELEN","2482082500","licensing@suncommunities.com","046","14",42.295575482908,-84.039113206807
"122","1200014","Expired",2024-10-01,NA,"MELVINDALE MOBILE HOME PARK, INC","18630 DIX, MELVINDALE, MI 48122","48122","5003 HICKORY POINTE DR, ORCHARD LAKE, MI 48323","WAYNE","2483182301","59","12/13/1978","NADIM AJLOUNY","2483182301",NA,"003","01",42.274486740248,-83.176278585184
"123","1201400","Issued",2027-10-01,"PELHAM MOBILE HOME PARK","COSMONET-PELHAM LLC","4128 PELHAM ST, DEARBORN HEIGHTS MI 48125","48125","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","WAYNE","8045506892","67","03/29/2016","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com","015","02",42.280342086349,-83.231825708985
"124","1201699","Issued",2027-10-01,"PAT'S TRAILER COURT","MCANN TELEGRAPH PROPERTY","4650 S TELEGRAPH, DEARBORN HEIGHTS MI 48125","48125","PO BOX 2097, DEARBORN, MI 48123","WAYNE","3138444064","50","09/20/2019","NABEEL HAMAMEH","3138444064","patstrailerct@gmail.com","015","02",42.276002984622,-83.271009010855
"125","1200028","Issued",2027-10-01,"DEARBORN TRAILER PARK","DONALD W ARNEY","21851 WEST WARREN, DEARBORN HEIGHTS, MI 48127","48127","26511 LYNDON, REDFORD, MI 48239","WAYNE","3132553896","47","12/20/1978","DONALD W ARNEY","3132553896",NA,"015","02",42.341120314012,-83.25292019325
"126","1201466","Issued",2027-10-01,NA,"RIVERSIDE PROPERTIES OF DEARBORN HEIGHTS LLC","17297 W OUTER DRIVE, UNIT #1, DEARBORN HEIGHTS MI 48127","48127","17297 W OUTER DR #1, DEARBORN HEIGHTS, MI 48127","WAYNE","3139499781","100","03/23/2017","ZIAD BAYDOUN","3139999595","zbaydoun@gmail.com","015","02",42.335584108874,-83.260578570543
"127","1201643","Issued",2027-10-01,NA,"CRESTWOOD COMMUNITY LLC","26235 W WARREN STREET, DEARBORN HEIGHTS MI 48127","48127","51 W CENTER ST., STE. 600, OREM, UT 84057","WAYNE","4356591021","198","03/12/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com","015","02",42.339868351044,-83.298803317965
"128","1201154","Issued",2027-10-01,"DUNDEE MEADOWS","ACO DEVELOPMENT, INC","630 RAWSON, DUNDEE, MI 48131","48131","PO BOX 700525, PLYMOUTH, MI 48170","MONROE","7344532820","80","03/28/1995","ANGELO CONSTANTINE","7344532820","acodev@comcast.net","031","16",41.96422698999,-83.667641004393
"129","1202024","Issued",2027-10-01,NA,"MC COUNTRY HERITAGE PROPERTY LLC","771 MARY JEAN COURT, DUNDEE MI 48131","48131","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","MONROE","7345297203","213","05/18/2023","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com","031","16",41.948416499397,-83.65164171143
"130","1201364","Issued",2027-10-01,NA,"LAKESHORE CY LLC","6458 S DIXIE HWY, ERIE MI 48133","48133","5841 W MICHIGAN AVE, YPSILANTI, MI 48197","MONROE","No Phone","20","12/22/2015","YIANNIS CHRISTODOULOU","7342057149","ohakia@yahoo.com","030","16",41.736881906044,-83.527775957961
"131","1201454","Issued",2027-10-01,NA,"THE PEACH TREE MHP LLC","6517 TELEGRAPH ROAD, ERIE MI 48133","48133","2212 W LLOYD ROAD, DUNDEE, MI 48131","MONROE","7347787018","65","01/26/2017","ROBERT J COLE","7347787018","RCOLE2199@GMAIL.COM","030","16",41.734811031136,-83.548485293774
"132","1201727","Issued",2027-10-01,"MEADOWS MOBILE HOME PARK","UMH MI NORTHTOWNE MEADOWS LLC","6255 TELEGRAPH RD, ERIE MI 48133","48133","3499 ROUTE 9 N, STE. 3C, FREEHOLD, NJ 07728","MONROE","7348477355","386","12/27/2019","ROBERT VANSCHUYVER","No Phone","BVANSCHUYVER@UMH.COM","030","16",41.733206944416,-83.552630731628
"133","1201976","Issued",2027-10-01,NA,"UMH MI HIDDEN CREEK LLC","6400 S DIXIE HWY, ERIE MI 48133","48133","6400 S DIXIE HWY, ERIE, MI 48133","MONROE","3748482251","351","10/04/2022","STEPHANIE STEER","7348482251","hiddencreek@umh.com","030","16",41.734400150242,-83.522958626749
"134","1201056","Issued",2027-10-01,"COUNTRY MEADOWS MANUFACTURED HOME COMMUNITY","SUN SECURED FINANCING LLC","3211 WILL CARLETON, FLAT ROCK, MI 48134","48134","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","2482082500","577","10/26/1987","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM","029","04",42.094140850975,-83.322897036743
"135","1201063","Issued",2027-10-01,NA,"DEERFIELD ESTATES","26211 TELEGRAPH ROAD, FLAT ROCK, MI 48134","48134","40220 GRAND RIVER AVE, NOVI, MI 48375","WAYNE","2483806150","821","01/12/1988","JEROME RUGGIRELLO","2483806150",NA,"028","04",42.112226002902,-83.274319024419
"136","1201375","Issued",2027-10-01,NA,"TINY VILLAGE MHP LLC","4624 S HURON RIVER DRIVE, FLAT ROCK MI 48134","48134","PO BOX 60, BROOKLYN, MI 49230","MONROE","7342194466","22","02/01/2016","DAVID L LUNDGREN","3134341701",NA,"028","16",42.089950927575,-83.290566337896
"137","1201676","Issued",2027-10-01,NA,"FLAT ROCK TERRACE LLC","14210 TELEGRAPH ROAD, FLAT ROCK MI 48134","48134","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","MONROE","No Phone","123","07/25/2019","STEVE MCCROSKY","9492987185",NA,"028","16",42.083153916562,-83.301628857526
"138","1201888","Issued",2027-10-01,"TANGLEWOOD VILLAGE","SUN TANGLEWOOD VILLAGE LLC","25873  MANCHESTER DRIVE, FLAT ROCK MI 48134","48134","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","WAYNE","8882064088","248","11/23/2021","BRUCE THELEN","2482082500","licensing@suncommunities.com","028","04",42.116635009701,-83.274222967808
"139","1201985","Issued",2027-10-01,"ARTHURS MOBILE HOME COMMUNITY/HIDDEN GARDEN MHC","PACIFICA SHREWSBURY LLC","25821 TELEGRAPH ROAD, FLAT ROCK MI 48134","48134","1775 HANCOCK STREET, STE. 200, SAN DIEGO, CA 92110","WAYNE","8449213030","64","10/24/2022","SARA W MCFARLAND","6192969000","utilities@pacshorecommunities.com","028","04",42.116641840952,-83.279488060288
"140","1201606","Issued",2027-10-01,"PINE GROVE MHP","MASC PROPERTIES LLC","28312 MICHIGAN AVE, INKSTER MI 48141","48141","9 MARION DRIVE, ASHEVILLE, NC 28806","WAYNE","3037181621","45","11/05/2018","MALCOLM OLIVER","303-718-1621","MEO3@AOL.COM","026","05",42.292737999136,-83.318533982764
"141","1201693","Issued",2027-10-01,NA,"RIVERVIEW MOBILE HOME COMMUNITY LLC","2555 HENRY RUFF RD, INKSTER MI 48141","48141","PO BOX 774000-180, STEAMBOAT SPRINGS, CO 80477","WAYNE","5418064663","70","08/28/2019","KARL MIKKELSON","5418064663","karl@gorge.net","026","05",42.293585786733,-83.33877653039
"142","1200474","Issued",2027-10-01,NA,"MICHAEL R ANDREE","7725 SUMMERFIELD RD, LAMBERTVILLE MI 48144","48144","3210 MAPLEWOOD AVE, LAMBERTVILLE, MI 48144","MONROE","No Phone","28","04/17/1979","MICHAEL R ANDREE","7346867100",NA,"030","16",41.755282656176,-83.619068126948
"143","1201947","Issued",2027-10-01,NA,"LINCOLN PARK MI MHP LLC","3075 DIX HIGHWAY, LINCOLN PARK MI 48146","48146","P.O. BOX 289, ENGLEWOOD, NJ 07631","WAYNE","647794400","203","06/24/2022","YOUSEF KHALIL","6467794400","FinancialOperations@ourhomesofamerica.com","002","01",42.241282627099,-83.19172266088
"144","1201710","Issued",2027-10-01,NA,"MANCHESTER MANOR MHC LLC","101 HIBBARD STREET, MANCHESTER MI 48158","48158","6547 N AVONDALE AVE, CHICAGO, IL 60631","WASHTENAW","7344280102","116","11/05/2019","EDWARD ZEMAN","7734997255","licenses@zemanhomes.com","047","15",42.154649706629,-84.022655423741
